   164	16.045  -97.915  16.1 3.5  ; 2 ;  405407.6 ;  2017/04/21,03:20:38.80 2017/04/25,19:57:26.40 ;  10208000 10222400
   165	15.979  -98.732  13.3 3.8  ; 4 ;  29418131.0 37236801.0 21627585.0 ;  2017/04/19,21:08:43.00 2018/03/26,08:50:54.00 2019/05/31,08:24:15.00 2020/02/05,16:04:00.00 ;  10204700 13353800 16565700 18680200
   166	16.090  -97.680  13.8 3.6  ; 2 ;  42960675.7 ;  2017/04/17,22:57:58.30 2018/08/28,04:29:14.00 ;  10198200 14553600
   167	16.483  -98.490  19.6 3.6  ; 3 ;  8668005.4 31060112.0 ;  2017/04/08,10:53:48.60 2017/07/17,18:40:34.00 2018/07/12,06:29:06.00 ;  10162300 10589300 14227000
   168	16.320  -98.260   7.5 3.2  ; 2 ;  546431.2 ;  2017/03/24,02:51:44.60 2017/03/30,10:38:55.80 ;  10106300 10129900
   169	16.273  -98.089   8.8 3.8  ; 3 ;  87147019.8 10360009.0 ;  2017/03/11,17:48:13.20 2019/12/15,09:18:33.00 2020/04/13,07:05:22.00 ;  10056200 17904500 19266200
   170	16.360  -97.935   5.8 3.6  ; 2 ;  26686869.0 ;  2017/03/10,16:32:11.00 2018/01/13,13:33:20.00 ;  10052200 12524000
   171	16.365  -98.235  14.6 3.5  ; 2 ;  3915919.4 ;  2017/03/05,06:50:05.70 2017/04/19,14:35:25.10 ;  10030700 10204100
   172	15.935  -98.870  13.2 3.7  ; 2 ;  25430121.3 ;  2017/02/23,22:42:14.70 2017/12/15,06:37:36.00 ;  9997500 12234200
   173	16.254  -98.094   7.8 3.5  ; 2 ;  97448308.2 ;  2017/02/20,21:36:52.80 2020/03/24,18:35:21.00 ;  9982400 19124000
